item_basico,nome_produto,preco,preco_original,em_oferta,loja_market_id,categoria_id,codigo_barras,estoque,slug,url_produto
acucar,ADOÇANTE LÍQUIDO LINEA 75ML,19.25,19.25,False,355,13760,7896001250628,5,adocante-liquido-linea-75ml,https://mercadinhossaoluiz.com.br/produto/adocante-liquido-linea-75ml
acucar,ADOÇANTE MAGRO C/ STÉVIA 80ML,9.46,9.46,False,355,13760,7896292010000,7,adocante-magro-com-stevia-80ml,https://mercadinhossaoluiz.com.br/produto/adocante-magro-com-stevia-80ml
acucar,ADOÇANTE SVILI STÉVIA EXTRA 90ML,10.62,10.62,False,355,13760,7897670700452,15,adocante-stevia-svili-excellent-90ml,https://mercadinhossaoluiz.com.br/produto/adocante-stevia-svili-excellent-90ml
acucar,ADOÇANTE EM PÓ LINEA STÉVIA 30G,17.0,17.0,False,355,13760,7896001210110,2,adocante-em-po-stevia-linea-30g,https://mercadinhossaoluiz.com.br/produto/adocante-em-po-stevia-linea-30g
acucar,ADOÇANTE LÍQUIDO LINEA STÉVIA 60ML,17.84,17.84,False,355,13760,7896001210103,2,adocante-linea-stevia-60ml,https://mercadinhossaoluiz.com.br/produto/adocante-linea-stevia-60ml
acucar,AÇÚCAR CRISTAL UNIÃO ORGÂNICO 1KG,8.79,8.79,False,355,13760,7891910020034,4,acucar-cristal-uniao-organico-1kg,https://mercadinhossaoluiz.com.br/produto/acucar-cristal-uniao-organico-1kg
acucar,AÇÚCAR DEMERARA UNIÃO NATURALE 1KG,7.53,7.53,False,355,13760,7891910020065,9,acucar-naturale-demerara-uniao-1kg,https://mercadinhossaoluiz.com.br/produto/acucar-naturale-demerara-uniao-1kg
acucar,FRUTOSE LOWÇUCAR 200G,23.05,23.05,False,355,13760,7896292000131,2,adocante-frutose-lowcucar-200g,https://mercadinhossaoluiz.com.br/produto/adocante-frutose-lowcucar-200g
acucar,ADOÇANTE LÍQUIDO SUCRALOSE ZERO CAL 100ML,15.78,15.78,False,355,13760,7896094906624,8,adocante-liquido-sucralose-zero-cal-100ml,https://mercadinhossaoluiz.com.br/produto/adocante-liquido-sucralose-zero-cal-100ml
acucar,ADOÇANTE MAGRO C/ SUCRALOSE 80ML,11.11,11.11,False,355,13760,7896292001497,7,adocante-magro-com-sucralose-80ml,https://mercadinhossaoluiz.com.br/produto/adocante-magro-com-sucralose-80ml
